step,tconv,GP2_s1_dCL,GP2_s1_dCD,GP2_s1_dCMz,GP2_s1_dCDp,GP2_s1_dCDv,GP2_s2_dCL,GP2_s2_dCD,GP2_s2_dCMz,GP2_s2_dCDp,GP2_s2_dCDv,NN2_s1_dCL,NN2_s1_dCD,NN2_s1_dCMz,NN2_s1_dCDp,NN2_s1_dCDv,NN2_s2_dCL,NN2_s2_dCD,NN2_s2_dCMz,NN2_s2_dCDp,NN2_s2_dCDv
62,6.200000000000e-03,-2.528728000000e-04,-2.891092000000e-06,-1.511498000000e-04,-2.914600000000e-06,2.800100000000e-08,5.067830000000e-05,9.692663000000e-06,2.646054000000e-05,9.682400000000e-06,1.084100000000e-08,-2.436862000000e-04,-4.551852000000e-06,-1.490930000000e-04,-4.574000000000e-06,2.585900000000e-08,4.404560000000e-05,1.006465000000e-06,5.286303000000e-06,9.967300000000e-07,1.049500000000e-08
63,6.300000000000e-03,-2.644831000000e-04,-1.413056000000e-05,-1.278913000000e-04,-1.416000000000e-05,2.976500000000e-08,-4.590380000000e-05,5.030692000000e-06,5.496634000000e-06,5.019500000000e-06,1.074600000000e-08,-2.291199000000e-04,-1.340182000000e-05,-1.303545000000e-04,-1.342900000000e-05,2.739300000000e-08,-5.589300000000e-06,-1.292702000000e-06,3.294111000000e-06,-1.304200000000e-06,1.047300000000e-08
64,6.400000000000e-03,-2.298577000000e-04,-1.389477000000e-05,-1.107366000000e-04,-1.392300000000e-05,2.615000000000e-08,-9.343600000000e-05,8.616032000000e-06,-1.130811000000e-05,8.606300000000e-06,7.996700000000e-09,-1.869730000000e-04,-1.280384000000e-05,-1.139229000000e-04,-1.282900000000e-05,2.455600000000e-08,-3.484450000000e-05,7.730078000000e-06,-1.024009000000e-06,7.719000000000e-06,8.238400000000e-09
65,6.500000000000e-03,-1.978998000000e-04,-3.381366000000e-06,-1.086312000000e-04,-3.408000000000e-06,2.152000000000e-08,-9.026760000000e-05,1.722519000000e-05,-1.694938000000e-05,1.721800000000e-05,4.026300000000e-09,-1.659167000000e-04,-6.129586000000e-06,-1.129332000000e-04,-6.153600000000e-06,2.092500000000e-08,-4.623800000000e-05,2.107711000000e-05,-2.428660000000e-07,2.106800000000e-05,5.315500000000e-09
66,6.600000000000e-03,-1.846717000000e-04,9.156266000000e-06,-1.079692000000e-04,9.136700000000e-06,1.764000000000e-08,-7.503840000000e-05,2.380472000000e-05,-1.028800000000e-05,2.380400000000e-05,6.820100000000e-10,-1.620624000000e-04,1.176755000000e-06,-1.123796000000e-04,1.157800000000e-06,1.786400000000e-08,-5.864040000000e-05,2.795584000000e-05,3.302589000000e-06,2.795300000000e-05,2.883100000000e-09
67,6.700000000000e-03,-1.842049000000e-04,1.043322000000e-05,-1.016029000000e-04,1.041900000000e-05,1.565900000000e-08,-7.856530000000e-05,2.404401000000e-05,2.096127000000e-06,2.404600000000e-05,-1.739200000000e-09,-1.675443000000e-04,2.226335000000e-06,-1.027808000000e-04,2.210900000000e-06,1.631200000000e-08,-8.531400000000e-05,2.474699000000e-05,5.243058000000e-06,2.474800000000e-05,1.123900000000e-09
68,6.800000000000e-03,-1.927006000000e-04,-2.492475000000e-06,-9.278029000000e-05,-2.504400000000e-06,1.572600000000e-08,-9.514930000000e-05,1.748282000000e-05,1.261379000000e-05,1.748900000000e-05,-3.823600000000e-09,-1.837997000000e-04,-4.672001000000e-06,-8.961558000000e-05,-4.686500000000e-06,1.624200000000e-08,-1.136231000000e-04,1.383078000000e-05,6.207662000000e-06,1.383400000000e-05,-8.768800000000e-10
69,6.900000000000e-03,-2.035477000000e-04,-2.045721000000e-05,-8.686501000000e-05,-2.046900000000e-05,1.662800000000e-08,-9.845570000000e-05,6.545046000000e-06,1.966310000000e-05,6.555100000000e-06,-6.360200000000e-09,-2.034660000000e-04,-1.372995000000e-05,-8.087436000000e-05,-1.374400000000e-05,1.633000000000e-08,-1.175378000000e-04,1.802910000000e-07,9.684574000000e-06,1.880500000000e-07,-3.735700000000e-09
70,7.000000000000e-03,-2.484794000000e-04,-4.751969000000e-05,-1.068991000000e-04,-4.753000000000e-05,2.188600000000e-08,-7.294390000000e-05,-6.884043000000e-06,1.807982000000e-05,-6.874300000000e-06,-5.431500000000e-09,-2.378638000000e-04,-2.319234000000e-05,-8.192909000000e-05,-2.320900000000e-05,2.110500000000e-08,-7.778990000000e-05,-8.428127000000e-06,2.238759000000e-05,-8.423100000000e-06,-3.337100000000e-09
71,7.100000000000e-03,-1.769305000000e-04,-5.916699000000e-05,-7.704575000000e-05,-5.919300000000e-05,2.257800000000e-08,-3.585000000000e-07,-2.411810000000e-06,5.010785000000e-05,-2.416300000000e-06,2.469000000000e-09,-1.901208000000e-04,-2.864519000000e-05,-6.516369000000e-05,-2.866800000000e-05,2.182200000000e-08,-2.254170000000e-05,-1.407806000000e-05,4.521121000000e-05,-1.408400000000e-05,3.787900000000e-09
72,7.200000000000e-03,-1.224284000000e-04,-3.149482000000e-05,-5.230887000000e-05,-3.152400000000e-05,2.082000000000e-08,7.667030000000e-05,2.912242000000e-06,8.426701000000e-05,2.903400000000e-06,5.957400000000e-09,-1.351669000000e-04,-1.526494000000e-05,-5.771899000000e-05,-1.528800000000e-05,1.757100000000e-08,4.267110000000e-05,3.185320000000e-06,7.195997000000e-05,3.173300000000e-06,6.562000000000e-09
73,7.300000000000e-03,-7.124130000000e-05,-3.381076000000e-06,-2.563103000000e-05,-3.410100000000e-06,2.288600000000e-08,1.991801000000e-04,1.791536000000e-05,1.390096000000e-04,1.790200000000e-05,8.782500000000e-09,-8.331040000000e-05,2.191752000000e-06,-3.466159000000e-05,2.169400000000e-06,1.863300000000e-08,1.510787000000e-04,2.443981000000e-05,1.221118000000e-04,2.442600000000e-05,8.925900000000e-09
74,7.400000000000e-03,-2.175160000000e-05,2.568624000000e-05,1.808304000000e-05,2.565600000000e-05,2.287600000000e-08,2.939416000000e-04,3.754886000000e-05,1.687176000000e-04,3.753600000000e-05,7.227700000000e-09,-4.724330000000e-05,1.968638000000e-05,7.317375000000e-06,1.966200000000e-05,1.899300000000e-08,2.434588000000e-04,4.672378000000e-05,1.471566000000e-04,4.671200000000e-05,6.523000000000e-09
75,7.500000000000e-03,1.760600000000e-05,5.504191000000e-05,6.340022000000e-05,5.501200000000e-05,2.353600000000e-08,3.293641000000e-04,5.287242000000e-05,1.615621000000e-04,5.286200000000e-05,8.172300000000e-09,-1.437700000000e-05,3.607742000000e-05,5.032548000000e-05,3.605300000000e-05,2.012200000000e-08,2.941087000000e-04,6.076428000000e-05,1.402378000000e-04,6.075700000000e-05,6.351300000000e-09
76,7.600000000000e-03,3.403810000000e-05,7.460322000000e-05,7.785246000000e-05,7.458000000000e-05,1.918500000000e-08,3.273601000000e-04,5.939520000000e-05,1.297762000000e-04,5.938500000000e-05,8.975600000000e-09,6.073500000000e-06,4.785885000000e-05,6.253928000000e-05,4.783900000000e-05,1.667500000000e-08,3.160929000000e-04,6.190569000000e-05,1.166072000000e-04,6.190000000000e-05,6.329500000000e-09
77,7.700000000000e-03,2.119790000000e-05,7.328575000000e-05,5.105114000000e-05,7.327600000000e-05,1.225900000000e-08,3.134275000000e-04,5.464865000000e-05,8.998585000000e-05,5.464300000000e-05,7.154400000000e-09,8.865300000000e-06,4.743628000000e-05,3.846263000000e-05,4.742600000000e-05,1.089900000000e-08,3.264808000000e-04,5.258531000000e-05,9.197832000000e-05,5.258400000000e-05,4.191000000000e-09
78,7.800000000000e-03,-1.426210000000e-05,4.920472000000e-05,3.271453000000e-06,4.920600000000e-05,4.183600000000e-09,3.030224000000e-04,4.229596000000e-05,5.901648000000e-05,4.229200000000e-05,5.511000000000e-09,-4.805900000000e-06,3.149834000000e-05,-1.732534000000e-06,3.149800000000e-05,4.523500000000e-09,3.325182000000e-04,3.682485000000e-05,7.520515000000e-05,3.682500000000e-05,2.940000000000e-09
79,7.900000000000e-03,-6.166320000000e-05,8.936298000000e-06,-3.482392000000e-05,8.948700000000e-06,-2.967800000000e-09,2.929455000000e-04,2.962157000000e-05,4.478580000000e-05,2.962100000000e-05,2.769000000000e-09,-3.577550000000e-05,2.477008000000e-06,-3.144442000000e-05,2.484800000000e-06,-1.190400000000e-09,3.229586000000e-04,2.115486000000e-05,6.429062000000e-05,2.115700000000e-05,9.830500000000e-10
80,8.000000000000e-03,-1.207436000000e-04,-3.672424000000e-05,-5.096479000000e-05,-3.671300000000e-05,-5.009000000000e-10,2.439712000000e-04,1.945846000000e-05,2.467694000000e-05,1.945700000000e-05,1.780500000000e-09,-5.466270000000e-05,-2.063354000000e-05,-2.699113000000e-05,-2.063600000000e-05,3.081100000000e-09,2.995838000000e-04,2.463800000000e-05,6.389700000000e-05,2.462900000000e-05,2.047100000000e-09
81,8.100000000000e-03,-1.158560000000e-04,-4.733653000000e-05,-1.108854000000e-05,-4.735400000000e-05,1.417900000000e-08,1.905831000000e-04,1.440629000000e-05,4.003350000000e-05,1.440200000000e-05,7.689500000000e-09,-7.306040000000e-05,-4.208252000000e-05,-4.854033000000e-06,-4.209600000000e-05,1.585800000000e-08,1.895653000000e-04,2.386467000000e-05,5.628880000000e-05,2.385900000000e-05,1.027700000000e-08
82,8.200000000000e-03,-8.149460000000e-05,-3.383035000000e-05,6.151018000000e-05,-3.385100000000e-05,1.439900000000e-08,8.046830000000e-05,1.269827000000e-06,2.743521000000e-05,1.268300000000e-06,3.983600000000e-09,-5.931280000000e-05,-3.020751000000e-05,5.825540000000e-05,-3.022900000000e-05,1.501200000000e-08,8.957570000000e-05,6.564122000000e-06,3.248858000000e-05,6.561600000000e-06,6.015300000000e-09
83,8.300000000000e-03,-3.865220000000e-05,1.575785000000e-06,1.056366000000e-04,1.552100000000e-06,1.243000000000e-08,-3.746300000000e-05,-1.093598000000e-05,-3.023422000000e-06,-1.093600000000e-05,1.727000000000e-09,-2.430370000000e-05,5.182603000000e-06,1.078270000000e-04,5.158500000000e-06,1.395700000000e-08,-1.272140000000e-05,-8.511283000000e-06,8.288920000000e-06,-8.512500000000e-06,3.763700000000e-09
84,8.400000000000e-03,2.519350000000e-05,3.669032000000e-05,1.071307000000e-04,3.667600000000e-05,6.583800000000e-09,-1.330110000000e-04,-1.866074000000e-05,-2.263186000000e-05,-1.866000000000e-05,3.773000000000e-11,3.173480000000e-05,3.629786000000e-05,1.117835000000e-04,3.628200000000e-05,8.384200000000e-09,-1.099288000000e-04,-1.762562000000e-05,-1.331660000000e-05,-1.762600000000e-05,1.447600000000e-09
85,8.500000000000e-03,1.164285000000e-04,4.754144000000e-05,9.699840000000e-05,4.754000000000e-05,1.753200000000e-09,-1.879540000000e-04,-1.799531000000e-05,-2.678518000000e-05,-1.799600000000e-05,-1.569600000000e-09,1.089028000000e-04,5.272149000000e-05,1.008032000000e-04,5.271600000000e-05,3.668500000000e-09,-1.694777000000e-04,-1.544791000000e-05,-2.759555000000e-05,-1.544900000000e-05,-1.019600000000e-09
86,8.600000000000e-03,1.988109000000e-04,3.787719000000e-05,9.081330000000e-05,3.788100000000e-05,-2.615500000000e-09,-2.013358000000e-04,-7.855704000000e-06,-2.773338000000e-05,-7.855500000000e-06,-4.552000000000e-09,1.833664000000e-04,5.024000000000e-05,9.627847000000e-05,5.024300000000e-05,-1.049300000000e-09,-1.842821000000e-04,-2.350174000000e-06,-3.739396000000e-05,-2.349500000000e-06,-4.771400000000e-09
87,8.700000000000e-03,2.333616000000e-04,2.474946000000e-05,8.162363000000e-05,2.475700000000e-05,-4.418700000000e-09,-1.845538000000e-04,5.272179000000e-06,-3.588339000000e-05,5.278100000000e-06,-8.764700000000e-09,2.100590000000e-04,3.750238000000e-05,8.654855000000e-05,3.751000000000e-05,-4.215100000000e-09,-1.761704000000e-04,1.300062000000e-05,-4.889216000000e-05,1.300700000000e-05,-9.481400000000e-09
88,8.800000000000e-03,2.114650000000e-04,1.921343000000e-05,5.868976000000e-05,1.922100000000e-05,-7.661200000000e-09,-1.575842000000e-04,1.133233000000e-05,-5.607258000000e-05,1.134600000000e-05,-1.454600000000e-08,1.741958000000e-04,2.628303000000e-05,5.830925000000e-05,2.629300000000e-05,-8.545000000000e-09,-1.667853000000e-04,1.806643000000e-05,-6.734496000000e-05,1.808200000000e-05,-1.573000000000e-08
89,8.900000000000e-03,1.591175000000e-04,2.221485000000e-05,2.632762000000e-05,2.222400000000e-05,-1.140300000000e-08,-1.355367000000e-04,4.239271000000e-06,-8.322128000000e-05,4.261300000000e-06,-1.942400000000e-08,1.134407000000e-04,2.168886000000e-05,1.976884000000e-05,2.170200000000e-05,-1.324300000000e-08,-1.607657000000e-04,6.142683000000e-06,-8.880015000000e-05,6.167200000000e-06,-2.085300000000e-08
90,9.000000000000e-03,1.239146000000e-04,4.003255000000e-05,4.634278000000e-06,4.003600000000e-05,-1.204900000000e-08,-1.282478000000e-04,-2.040008000000e-05,-1.081711000000e-04,-2.037100000000e-05,-1.874800000000e-08,9.594380000000e-05,3.289530000000e-05,3.407326000000e-06,3.290200000000e-05,-1.469900000000e-08,-1.331246000000e-04,-1.306784000000e-05,-9.601738000000e-05,-1.304200000000e-05,-2.097400000000e-08
91,9.100000000000e-03,9.051750000000e-05,2.934826000000e-05,5.825570000000e-07,2.936700000000e-05,-1.112600000000e-08,-9.136180000000e-05,-3.327429000000e-05,-1.000780000000e-04,-3.326000000000e-05,-1.498400000000e-08,6.477590000000e-05,2.801194000000e-05,-5.474312000000e-06,2.803400000000e-05,-1.424400000000e-08,-1.076785000000e-04,-3.615307000000e-05,-9.215416000000e-05,-3.613000000000e-05,-1.693900000000e-08
92,9.200000000000e-03,5.935490000000e-05,5.350140000000e-06,6.052798000000e-06,5.369400000000e-06,-1.367000000000e-08,-7.683940000000e-05,-3.609627000000e-05,-7.559953000000e-05,-3.608200000000e-05,-1.491800000000e-08,4.935950000000e-05,-2.785510000000e-06,-3.344505000000e-06,-2.761700000000e-06,-1.720800000000e-08,-1.097802000000e-04,-5.124528000000e-05,-6.757495000000e-05,-5.122800000000e-05,-1.607800000000e-08
93,9.300000000000e-03,5.884340000000e-05,-4.957230000000e-06,2.172518000000e-05,-4.938600000000e-06,-1.716600000000e-08,-6.358860000000e-05,-1.462208000000e-05,-4.543498000000e-05,-1.461400000000e-05,-1.410300000000e-08,4.262100000000e-05,-1.609507000000e-05,1.218922000000e-05,-1.607400000000e-05,-1.995600000000e-08,-8.337510000000e-05,-3.241996000000e-05,-3.252522000000e-05,-3.241200000000e-05,-1.407000000000e-08
94,9.400000000000e-03,7.158620000000e-05,-8.077508000000e-06,4.666817000000e-05,-8.057100000000e-06,-2.142700000000e-08,-1.701230000000e-05,1.691984000000e-05,-6.176478000000e-06,1.692500000000e-05,-1.262200000000e-08,5.066250000000e-05,-1.578062000000e-05,4.411594000000e-05,-1.576000000000e-05,-2.349200000000e-08,-1.235160000000e-05,3.058252000000e-06,9.335727000000e-06,3.061100000000e-06,-1.164200000000e-08
95,9.500000000000e-03,6.474120000000e-05,-2.701782000000e-06,4.922037000000e-05,-2.678800000000e-06,-2.590200000000e-08,5.175220000000e-05,3.638670000000e-05,2.203061000000e-05,3.639600000000e-05,-1.436400000000e-08,5.590550000000e-05,-5.113816000000e-06,5.878265000000e-05,-5.090200000000e-06,-2.777800000000e-08,8.343130000000e-05,3.450749000000e-05,3.773951000000e-05,3.451400000000e-05,-1.310900000000e-08
96,9.600000000000e-03,4.230730000000e-05,1.066569000000e-05,2.571233000000e-05,1.069200000000e-05,-3.046700000000e-08,1.153147000000e-04,4.355636000000e-05,2.412377000000e-05,4.357300000000e-05,-1.817800000000e-08,5.019310000000e-05,1.109688000000e-05,4.024238000000e-05,1.112300000000e-05,-3.165900000000e-08,1.714222000000e-04,5.278645000000e-05,3.762451000000e-05,5.280000000000e-05,-1.749200000000e-08
97,9.700000000000e-03,1.728160000000e-05,2.073830000000e-05,-1.435291000000e-05,2.077100000000e-05,-3.417900000000e-08,1.473129000000e-04,3.591007000000e-05,-1.615721000000e-06,3.593700000000e-05,-2.313400000000e-08,4.058570000000e-05,2.083701000000e-05,-1.550215000000e-06,2.087000000000e-05,-3.408000000000e-08,2.108326000000e-04,4.987101000000e-05,5.796378000000e-06,4.989700000000e-05,-2.279100000000e-08
98,9.800000000000e-03,-1.472040000000e-05,1.605572000000e-05,-6.223207000000e-05,1.609700000000e-05,-3.960700000000e-08,1.346385000000e-04,1.588746000000e-05,-3.985905000000e-05,1.592000000000e-05,-2.724900000000e-08,2.431020000000e-05,1.675801000000e-05,-5.102346000000e-05,1.679800000000e-05,-3.829700000000e-08,1.866480000000e-04,3.073892000000e-05,-3.994407000000e-05,3.077200000000e-05,-2.681500000000e-08
99,9.900000000000e-03,-5.767860000000e-05,-4.154759000000e-06,-1.032449000000e-04,-4.105000000000e-06,-4.473200000000e-08,7.227730000000e-05,-9.212130000000e-06,-7.687665000000e-05,-9.175700000000e-06,-3.010600000000e-08,-5.133800000000e-06,1.227876000000e-06,-9.061838000000e-05,1.275200000000e-06,-4.302000000000e-08,1.062198000000e-04,5.448074000000e-06,-8.035615000000e-05,5.483500000000e-06,-2.937500000000e-08
100,1.000000000000e-02,-1.179584000000e-04,-4.569170000000e-05,-1.307691000000e-04,-4.562900000000e-05,-4.681500000000e-08,-7.556810000000e-05,-4.589007000000e-05,-1.358220000000e-04,-4.584700000000e-05,-2.885000000000e-08,-4.547180000000e-05,-2.955244000000e-05,-1.013505000000e-04,-2.949400000000e-05,-4.494400000000e-08,-3.110260000000e-05,-2.112280000000e-05,-1.212390000000e-04,-2.109000000000e-05,-2.668000000000e-08
101,1.010000000000e-02,-2.072616000000e-04,-5.576914000000e-05,-1.370673000000e-04,-5.573900000000e-05,-3.783800000000e-08,-1.683591000000e-04,-3.952322000000e-05,-1.353965000000e-04,-3.950900000000e-05,-2.201400000000e-08,-1.417374000000e-04,-4.608927000000e-05,-1.044357000000e-04,-4.605700000000e-05,-3.801900000000e-08,-1.510119000000e-04,-1.884303000000e-05,-1.183706000000e-04,-1.882300000000e-05,-1.933400000000e-08
102,1.020000000000e-02,-2.134539000000e-04,-4.219571000000e-05,-1.260224000000e-04,-4.216100000000e-05,-3.700700000000e-08,-2.547066000000e-04,-2.355519000000e-05,-1.182469000000e-04,-2.353600000000e-05,-1.967000000000e-08,-1.587989000000e-04,-2.830173000000e-05,-1.052436000000e-04,-2.826700000000e-05,-3.760700000000e-08,-2.349983000000e-04,-2.415007000000e-05,-9.768844000000e-05,-2.413000000000e-05,-1.824300000000e-08
103,1.030000000000e-02,-2.024548000000e-04,-2.517918000000e-05,-1.080034000000e-04,-2.514800000000e-05,-3.703500000000e-08,-2.770629000000e-04,-2.310651000000e-05,-7.982642000000e-05,-2.308800000000e-05,-1.817100000000e-08,-1.498768000000e-04,-1.683321000000e-05,-9.487947000000e-05,-1.679800000000e-05,-3.883800000000e-08,-2.540976000000e-04,-3.561447000000e-05,-6.047298000000e-05,-3.559400000000e-05,-1.761700000000e-08
104,1.040000000000e-02,-1.689499000000e-04,8.077319000000e-06,-8.009138000000e-05,8.108000000000e-06,-3.884400000000e-08,-2.347680000000e-04,-1.845581000000e-05,-4.273084000000e-05,-1.843900000000e-05,-2.067300000000e-08,-1.421551000000e-04,4.323881000000e-06,-7.948733000000e-05,4.358800000000e-06,-4.150900000000e-08,-2.175305000000e-04,-3.623828000000e-05,-2.773177000000e-05,-3.622000000000e-05,-2.071000000000e-08
105,1.050000000000e-02,-1.259787000000e-04,3.169883000000e-05,-5.563897000000e-05,3.173700000000e-05,-4.103400000000e-08,-1.586090000000e-04,-7.057030000000e-07,-1.959283000000e-05,-6.860500000000e-07,-2.505800000000e-08,-1.357446000000e-04,2.397755000000e-05,-6.704713000000e-05,2.401700000000e-05,-4.334500000000e-08,-1.630285000000e-04,-1.995121000000e-05,-1.429171000000e-05,-1.993100000000e-05,-2.485500000000e-08
106,1.060000000000e-02,-9.984760000000e-05,3.136501000000e-05,-5.569778000000e-05,3.141200000000e-05,-4.448100000000e-08,-8.373760000000e-05,1.312584000000e-05,-1.262325000000e-05,1.315600000000e-05,-3.107100000000e-08,-1.310485000000e-04,2.688326000000e-05,-7.206338000000e-05,2.693100000000e-05,-4.637500000000e-08,-1.156476000000e-04,-1.121147000000e-06,-2.371822000000e-05,-1.093800000000e-06,-3.011100000000e-08
107,1.070000000000e-02,-1.062555000000e-04,1.683906000000e-05,-8.415008000000e-05,1.689200000000e-05,-4.906500000000e-08,-2.990740000000e-05,1.181353000000e-05,-1.218827000000e-05,1.185200000000e-05,-3.741400000000e-08,-1.418096000000e-04,1.771098000000e-05,-1.011146000000e-04,1.776400000000e-05,-5.105500000000e-08,-6.954510000000e-05,8.948274000000e-06,-3.781408000000e-05,8.983500000000e-06,-3.588800000000e-08
108,1.080000000000e-02,-1.328729000000e-04,1.849691000000e-06,-1.212500000000e-04,1.906700000000e-06,-5.397300000000e-08,9.052400000000e-06,-6.268043000000e-06,-2.317252000000e-06,-6.219300000000e-06,-4.197400000000e-08,-1.658336000000e-04,5.038640000000e-06,-1.387955000000e-04,5.098700000000e-06,-5.611900000000e-08,-2.054600000000e-05,1.693229000000e-06,-3.545538000000e-05,1.737700000000e-06,-4.033400000000e-08
109,1.090000000000e-02,-1.570641000000e-04,-7.362286000000e-06,-1.429658000000e-04,-7.302800000000e-06,-5.854800000000e-08,4.405930000000e-05,-3.300067000000e-05,2.324759000000e-05,-3.294900000000e-05,-4.370400000000e-08,-1.882537000000e-04,-8.464907000000e-06,-1.615491000000e-04,-8.402100000000e-06,-6.059300000000e-08,2.408570000000e-05,-2.063947000000e-05,-9.312341000000e-06,-2.059100000000e-05,-4.216700000000e-08
110,1.100000000000e-02,-1.745308000000e-04,-1.077134000000e-05,-1.587944000000e-04,-1.071700000000e-05,-5.640600000000e-08,2.591860000000e-05,-6.398489000000e-05,3.686244000000e-05,-6.393800000000e-05,-3.520800000000e-08,-2.023747000000e-04,-1.572325000000e-05,-1.644943000000e-04,-1.566900000000e-05,-5.787000000000e-08,3.007700000000e-05,-4.572910000000e-05,2.890504000000e-05,-4.568900000000e-05,-3.293800000000e-08
111,1.110000000000e-02,-1.417849000000e-04,-4.599520000000e-06,-1.129839000000e-04,-4.546100000000e-06,-4.955500000000e-08,9.691450000000e-05,-6.821913000000e-05,8.513153000000e-05,-6.820200000000e-05,-2.621800000000e-08,-1.788666000000e-04,-1.472167000000e-05,-1.189422000000e-04,-1.466500000000e-05,-5.031400000000e-08,8.600340000000e-05,-5.422281000000e-05,8.385236000000e-05,-5.420700000000e-05,-2.283900000000e-08
112,1.120000000000e-02,-1.514092000000e-04,-8.055300000000e-06,-5.803321000000e-05,-8.006300000000e-06,-4.849200000000e-08,1.669516000000e-04,-2.333786000000e-05,1.176334000000e-04,-2.332000000000e-05,-2.724100000000e-08,-1.813265000000e-04,-3.338674000000e-05,-6.130547000000e-05,-3.333600000000e-05,-4.737600000000e-08,1.275629000000e-04,-1.854451000000e-05,1.170754000000e-04,-1.852800000000e-05,-2.366500000000e-08
113,1.130000000000e-02,-1.672366000000e-04,-2.850657000000e-06,-3.148522000000e-05,-2.801400000000e-06,-4.940600000000e-08,2.385536000000e-04,2.213607000000e-05,1.498441000000e-04,2.215200000000e-05,-2.708100000000e-08,-1.851568000000e-04,-3.425366000000e-05,-2.408955000000e-05,-3.420700000000e-05,-4.666600000000e-08,1.973110000000e-04,1.985183000000e-05,1.538884000000e-04,1.986700000000e-05,-2.386900000000e-08
114,1.140000000000e-02,-1.782261000000e-04,1.516542000000e-06,-3.014003000000e-05,1.568800000000e-06,-5.376200000000e-08,3.218217000000e-04,6.152786000000e-05,1.941264000000e-04,6.154900000000e-05,-2.953100000000e-08,-1.944554000000e-04,-1.673627000000e-05,-2.015603000000e-05,-1.669400000000e-05,-4.948500000000e-08,2.869309000000e-04,5.343262000000e-05,1.952003000000e-04,5.345200000000e-05,-2.632700000000e-08
115,1.150000000000e-02,-1.626154000000e-04,1.126780000000e-05,-4.166693000000e-05,1.132200000000e-05,-5.771400000000e-08,3.891569000000e-04,7.904667000000e-05,2.248061000000e-04,7.907700000000e-05,-3.178600000000e-08,-1.842658000000e-04,1.461887000000e-05,-3.703849000000e-05,1.466300000000e-05,-5.199900000000e-08,3.699934000000e-04,6.769058000000e-05,2.218782000000e-04,6.771800000000e-05,-2.859200000000e-08
116,1.160000000000e-02,-1.213479000000e-04,2.243379000000e-05,-5.649710000000e-05,2.249500000000e-05,-6.310400000000e-08,4.253627000000e-04,7.653339000000e-05,2.233036000000e-04,7.657400000000e-05,-3.771500000000e-08,-1.389718000000e-04,4.405107000000e-05,-5.751329000000e-05,4.410200000000e-05,-5.737200000000e-08,4.134812000000e-04,6.258763000000e-05,2.160732000000e-04,6.262500000000e-05,-3.456700000000e-08
117,1.170000000000e-02,-8.004110000000e-05,2.411888000000e-05,-6.864881000000e-05,2.418800000000e-05,-6.886700000000e-08,4.114558000000e-04,5.879132000000e-05,1.891899000000e-04,5.883900000000e-05,-4.251900000000e-08,-8.224600000000e-05,5.371329000000e-05,-7.358000000000e-05,5.377800000000e-05,-6.446600000000e-08,3.918375000000e-04,4.509469000000e-05,1.763604000000e-04,4.513900000000e-05,-3.901400000000e-08
118,1.180000000000e-02,-6.868160000000e-05,1.321252000000e-05,-7.719405000000e-05,1.328900000000e-05,-7.313300000000e-08,3.404631000000e-04,3.679572000000e-05,1.354823000000e-04,3.684700000000e-05,-4.735700000000e-08,-5.250020000000e-05,3.935177000000e-05,-8.581197000000e-05,3.942800000000e-05,-7.106000000000e-08,3.148901000000e-04,2.916632000000e-05,1.194634000000e-04,2.921200000000e-05,-4.345300000000e-08
119,1.190000000000e-02,-1.019450000000e-04,-5.469517000000e-06,-8.445984000000e-05,-5.388500000000e-06,-7.652300000000e-08,2.352331000000e-04,2.219338000000e-05,8.115516000000e-05,2.224700000000e-05,-5.202200000000e-08,-6.845550000000e-05,1.018364000000e-05,-9.526382000000e-05,1.026800000000e-05,-7.696800000000e-08,2.191248000000e-04,2.466154000000e-05,6.665624000000e-05,2.470900000000e-05,-4.800400000000e-08
120,1.200000000000e-02,-1.605988000000e-04,-2.118731000000e-05,-8.787515000000e-05,-2.111000000000e-05,-7.185100000000e-08,1.226371000000e-04,2.582761000000e-05,2.072068000000e-05,2.587100000000e-05,-5.060800000000e-08,-1.153619000000e-04,-1.540548000000e-05,-9.360649000000e-05,-1.532500000000e-05,-7.413400000000e-08,1.611562000000e-04,4.321789000000e-05,2.126623000000e-05,4.325400000000e-05,-4.794800000000e-08
121,1.210000000000e-02,-2.441594000000e-04,-4.852625000000e-05,-7.894026000000e-05,-4.846000000000e-05,-6.521400000000e-08,8.825850000000e-05,4.019075000000e-05,-1.963701000000e-05,4.024300000000e-05,-4.955500000000e-08,-2.148925000000e-04,-5.179031000000e-05,-8.071888000000e-05,-5.171700000000e-05,-6.870700000000e-08,1.206924000000e-04,5.741349000000e-05,-1.610184000000e-05,5.746500000000e-05,-4.755500000000e-08
122,1.220000000000e-02,-2.066144000000e-04,-4.520851000000e-05,-3.711699000000e-05,-4.514700000000e-05,-6.236600000000e-08,1.869660000000e-05,2.402476000000e-05,-6.605729000000e-05,2.408200000000e-05,-5.393000000000e-08,-2.118114000000e-04,-5.713521000000e-05,-3.651207000000e-05,-5.707000000000e-05,-6.592300000000e-08,5.168290000000e-05,4.121090000000e-05,-6.697898000000e-05,4.126800000000e-05,-5.246200000000e-08
