step,tconv,GP2_s1_dCL,GP2_s1_dCD,GP2_s1_dCMz,GP2_s1_dCDp,GP2_s1_dCDv,GP2_s2_dCL,GP2_s2_dCD,GP2_s2_dCMz,GP2_s2_dCDp,GP2_s2_dCDv,NN2_s1_dCL,NN2_s1_dCD,NN2_s1_dCMz,NN2_s1_dCDp,NN2_s1_dCDv,NN2_s2_dCL,NN2_s2_dCD,NN2_s2_dCMz,NN2_s2_dCDp,NN2_s2_dCDv
62,6.200000000000e-03,-1.103361000000e-04,1.289857000000e-05,-4.753549000000e-05,1.284000000000e-05,6.154400000000e-08,1.742910000000e-05,3.806950000000e-06,-2.019660000000e-05,3.768500000000e-06,4.254400000000e-08,-9.770390000000e-05,1.078870000000e-05,-4.823053000000e-05,1.073200000000e-05,5.998800000000e-08,1.230600000000e-05,-4.653003000000e-06,-3.732581000000e-05,-4.692700000000e-06,4.332200000000e-08
63,6.300000000000e-03,-1.110657000000e-04,8.479407000000e-06,-2.176801000000e-05,8.413500000000e-06,6.562300000000e-08,-9.264530000000e-05,-5.200300000000e-06,-3.789062000000e-05,-5.242700000000e-06,4.377000000000e-08,-7.169900000000e-05,7.490515000000e-06,-2.848430000000e-05,7.426700000000e-06,6.377800000000e-08,-5.387420000000e-05,-1.299056000000e-05,-3.960005000000e-05,-1.303400000000e-05,4.479600000000e-08
64,6.400000000000e-03,-7.281760000000e-05,1.244807000000e-05,-1.650630000000e-05,1.238300000000e-05,6.302300000000e-08,-1.522430000000e-04,-1.207826000000e-06,-4.760490000000e-05,-1.251000000000e-06,4.185300000000e-08,-2.614360000000e-05,1.133527000000e-05,-2.302639000000e-05,1.127200000000e-05,6.186800000000e-08,-9.752500000000e-05,-4.545318000000e-06,-3.983323000000e-05,-4.593000000000e-06,4.348600000000e-08
65,6.500000000000e-03,-4.970410000000e-05,2.055190000000e-05,-3.915071000000e-05,2.049100000000e-05,5.870600000000e-08,-1.576102000000e-04,1.032415000000e-05,-4.856192000000e-05,1.028300000000e-05,3.886700000000e-08,-1.490830000000e-05,1.627873000000e-05,-4.392018000000e-05,1.621900000000e-05,5.866800000000e-08,-1.191164000000e-04,1.189615000000e-05,-3.678224000000e-05,1.185100000000e-05,4.159700000000e-08
66,6.600000000000e-03,-5.381010000000e-05,2.618354000000e-05,-6.542685000000e-05,2.612800000000e-05,5.506700000000e-08,-1.534032000000e-04,1.784485000000e-05,-4.790754000000e-05,1.780800000000e-05,3.633500000000e-08,-3.013490000000e-05,1.813630000000e-05,-6.714516000000e-05,1.808000000000e-05,5.603000000000e-08,-1.417066000000e-04,2.103070000000e-05,-3.971966000000e-05,2.099100000000e-05,3.989100000000e-08
67,6.700000000000e-03,-7.460870000000e-05,1.956230000000e-05,-7.819773000000e-05,1.951100000000e-05,5.412200000000e-08,-1.749530000000e-04,1.357538000000e-05,-5.301086000000e-05,1.354300000000e-05,3.468200000000e-08,-5.884210000000e-05,1.289114000000e-05,-7.495374000000e-05,1.283900000000e-05,5.558300000000e-08,-1.827589000000e-04,1.529131000000e-05,-5.330744000000e-05,1.525600000000e-05,3.880700000000e-08
68,6.800000000000e-03,-1.045490000000e-04,1.884035000000e-06,-7.717167000000e-05,1.833400000000e-06,5.596400000000e-08,-2.131821000000e-04,-1.994392000000e-06,-6.190697000000e-05,-2.023900000000e-06,3.375700000000e-08,-9.800340000000e-05,2.166531000000e-06,-7.000993000000e-05,2.111700000000e-06,5.729100000000e-08,-2.286767000000e-04,-3.195736000000e-06,-6.888069000000e-05,-3.228400000000e-06,3.796700000000e-08
69,6.900000000000e-03,-1.335583000000e-04,-1.595375000000e-05,-7.102552000000e-05,-1.601100000000e-05,5.954000000000e-08,-2.319000000000e-04,-2.068613000000e-05,-6.299534000000e-05,-2.071500000000e-05,3.222500000000e-08,-1.358830000000e-04,-6.995930000000e-06,-6.288661000000e-05,-7.055100000000e-06,5.998700000000e-08,-2.466622000000e-04,-2.467595000000e-05,-7.183427000000e-05,-2.470800000000e-05,3.615600000000e-08
70,7.000000000000e-03,-1.822301000000e-04,-3.674947000000e-05,-8.608807000000e-05,-3.680700000000e-05,6.668500000000e-08,-2.221706000000e-04,-3.779053000000e-05,-5.850176000000e-05,-3.782100000000e-05,3.541400000000e-08,-1.849883000000e-04,-1.326828000000e-05,-6.542798000000e-05,-1.333200000000e-05,6.691400000000e-08,-2.226709000000e-04,-3.745686000000e-05,-5.319116000000e-05,-3.749400000000e-05,3.882400000000e-08
71,7.100000000000e-03,-1.317515000000e-04,-4.736378000000e-05,-6.320609000000e-05,-4.743600000000e-05,6.911100000000e-08,-1.246153000000e-04,-2.455588000000e-05,-1.359702000000e-05,-2.460400000000e-05,4.464100000000e-08,-1.459872000000e-04,-1.792639000000e-05,-5.389799000000e-05,-1.799600000000e-05,6.902200000000e-08,-1.493047000000e-04,-3.647275000000e-05,-1.851178000000e-05,-3.652300000000e-05,4.735300000000e-08
72,7.200000000000e-03,-7.840100000000e-05,-1.893661000000e-05,-4.525967000000e-05,-1.901300000000e-05,6.834000000000e-08,-4.607750000000e-05,-1.179874000000e-05,2.757850000000e-05,-1.185300000000e-05,4.981000000000e-08,-8.729850000000e-05,-3.844246000000e-06,-5.269174000000e-05,-3.914000000000e-06,6.527200000000e-08,-8.712860000000e-05,-1.332310000000e-05,1.335991000000e-05,-1.338100000000e-05,5.177200000000e-08
73,7.300000000000e-03,-2.724200000000e-05,6.422414000000e-06,-2.325168000000e-05,6.344800000000e-06,7.175400000000e-08,7.694120000000e-05,7.373316000000e-06,7.957909000000e-05,7.313900000000e-06,5.439000000000e-08,-3.747660000000e-05,1.090535000000e-05,-3.564077000000e-05,1.083400000000e-05,6.748200000000e-08,2.241210000000e-05,1.267286000000e-05,6.145881000000e-05,1.261100000000e-05,5.562800000000e-08
74,7.400000000000e-03,1.350630000000e-05,2.998534000000e-05,1.714645000000e-05,2.990600000000e-05,7.322900000000e-08,1.707979000000e-04,2.582684000000e-05,1.007827000000e-04,2.577000000000e-05,5.349500000000e-08,-1.422150000000e-05,2.356334000000e-05,1.804212000000e-06,2.349000000000e-05,6.932300000000e-08,1.172162000000e-04,3.495659000000e-05,7.967075000000e-05,3.489800000000e-05,5.368300000000e-08
75,7.500000000000e-03,3.157220000000e-05,5.420215000000e-05,5.659067000000e-05,5.412000000000e-05,7.618000000000e-08,2.119588000000e-04,3.794925000000e-05,9.299451000000e-05,3.789100000000e-05,5.556500000000e-08,-5.967000000000e-06,3.559651000000e-05,3.897847000000e-05,3.552000000000e-05,7.280300000000e-08,1.766256000000e-04,4.647467000000e-05,7.297616000000e-05,4.641900000000e-05,5.452200000000e-08
76,7.600000000000e-03,1.704050000000e-05,7.063657000000e-05,5.863865000000e-05,7.055900000000e-05,7.360600000000e-08,2.257950000000e-04,4.306982000000e-05,7.521599000000e-05,4.301100000000e-05,5.735100000000e-08,-1.712240000000e-05,4.446757000000e-05,4.073070000000e-05,4.439300000000e-05,7.131400000000e-08,2.136130000000e-04,4.572427000000e-05,6.152660000000e-05,4.566800000000e-05,5.561400000000e-08
77,7.700000000000e-03,-2.500110000000e-05,6.868350000000e-05,1.514011000000e-05,6.861800000000e-05,6.764100000000e-08,2.318556000000e-04,4.037596000000e-05,5.814272000000e-05,4.032100000000e-05,5.651900000000e-08,-4.123160000000e-05,4.308967000000e-05,3.253288000000e-06,4.302400000000e-05,6.683600000000e-08,2.396383000000e-04,3.700217000000e-05,5.586794000000e-05,3.695000000000e-05,5.470500000000e-08
78,7.800000000000e-03,-7.585630000000e-05,4.369377000000e-05,-4.723400000000e-05,4.364300000000e-05,6.032000000000e-08,2.354512000000e-04,3.203849000000e-05,4.515984000000e-05,3.198600000000e-05,5.556100000000e-08,-6.727360000000e-05,2.571178000000e-05,-4.886137000000e-05,2.565600000000e-05,6.139500000000e-08,2.558807000000e-04,2.415944000000e-05,5.442161000000e-05,2.410900000000e-05,5.427100000000e-08
79,7.900000000000e-03,-1.207856000000e-04,4.324050000000e-07,-9.199149000000e-05,3.893200000000e-07,5.399700000000e-08,2.286423000000e-04,2.179047000000e-05,3.415425000000e-05,2.173800000000e-05,5.373300000000e-08,-9.443160000000e-05,-6.679506000000e-06,-8.482166000000e-05,-6.727300000000e-06,5.661300000000e-08,2.499272000000e-04,1.131871000000e-05,4.722429000000e-05,1.126800000000e-05,5.323700000000e-08
80,8.000000000000e-03,-1.635372000000e-04,-4.821368000000e-05,-1.019358000000e-04,-4.826200000000e-05,5.882500000000e-08,1.847431000000e-04,1.124194000000e-05,8.195754000000e-06,1.118800000000e-05,5.450400000000e-08,-9.931730000000e-05,-3.311595000000e-05,-7.863244000000e-05,-3.317800000000e-05,6.342200000000e-08,2.222127000000e-04,1.438967000000e-05,3.734110000000e-05,1.432700000000e-05,5.610900000000e-08
81,8.100000000000e-03,-1.370317000000e-04,-5.917383000000e-05,-4.775774000000e-05,-5.925200000000e-05,7.693200000000e-08,1.236385000000e-04,3.652610000000e-06,6.750091000000e-06,3.595500000000e-06,6.202300000000e-08,-9.949850000000e-05,-5.444649000000e-05,-4.520779000000e-05,-5.452100000000e-05,7.944300000000e-08,1.204943000000e-04,1.434058000000e-05,2.054746000000e-05,1.428000000000e-05,6.569200000000e-08
82,8.200000000000e-03,-9.929100000000e-05,-4.546894000000e-05,3.119594000000e-05,-4.555600000000e-05,8.014900000000e-08,2.699530000000e-05,-9.335177000000e-06,-7.626871000000e-06,-9.392100000000e-06,5.913700000000e-08,-8.196990000000e-05,-4.105533000000e-05,2.293492000000e-05,-4.114500000000e-05,8.134200000000e-08,4.013900000000e-05,-1.811919000000e-06,-2.030399000000e-06,-1.872000000000e-06,6.218700000000e-08
83,8.300000000000e-03,-6.182070000000e-05,-6.223481000000e-06,7.866195000000e-05,-6.314500000000e-06,8.000300000000e-08,-7.802070000000e-05,-1.704937000000e-05,-3.291286000000e-05,-1.710600000000e-05,5.755000000000e-08,-5.332490000000e-05,-1.839243000000e-06,7.422003000000e-05,-1.931900000000e-06,8.216400000000e-08,-4.945350000000e-05,-1.323529000000e-05,-2.107553000000e-05,-1.329400000000e-05,6.075700000000e-08
84,8.400000000000e-03,-1.498470000000e-05,3.218371000000e-05,7.639629000000e-05,3.210100000000e-05,7.503400000000e-08,-1.682106000000e-04,-1.844982000000e-05,-4.465762000000e-05,-1.850700000000e-05,5.652800000000e-08,-1.451690000000e-05,3.194071000000e-05,7.405313000000e-05,3.185500000000e-05,7.762600000000e-08,-1.437518000000e-04,-1.771915000000e-05,-3.548341000000e-05,-1.777900000000e-05,5.918600000000e-08
85,8.500000000000e-03,5.825260000000e-05,4.234345000000e-05,6.115517000000e-05,4.227300000000e-05,7.147500000000e-08,-2.258693000000e-04,-1.340475000000e-05,-4.190372000000e-05,-1.346300000000e-05,5.604000000000e-08,4.437290000000e-05,4.661933000000e-05,5.866841000000e-05,4.654400000000e-05,7.418200000000e-08,-2.088332000000e-04,-1.247400000000e-05,-4.279585000000e-05,-1.253400000000e-05,5.792800000000e-08
86,8.600000000000e-03,1.302399000000e-04,2.771035000000e-05,5.600595000000e-05,2.764500000000e-05,6.851800000000e-08,-2.415158000000e-04,-2.626557000000e-06,-3.540752000000e-05,-2.685000000000e-06,5.457400000000e-08,1.083834000000e-04,3.835222000000e-05,5.692019000000e-05,3.828500000000e-05,7.101800000000e-08,-2.281564000000e-04,1.263215000000e-06,-4.438102000000e-05,1.202700000000e-06,5.571100000000e-08
87,8.700000000000e-03,1.652694000000e-04,7.762974000000e-06,5.776020000000e-05,7.697900000000e-06,6.873800000000e-08,-2.168568000000e-04,8.035096000000e-06,-3.102691000000e-05,7.980600000000e-06,5.196000000000e-08,1.353817000000e-04,1.870299000000e-05,6.006120000000e-05,1.863700000000e-05,6.972800000000e-08,-2.146614000000e-04,1.525410000000e-05,-4.363470000000e-05,1.519800000000e-05,5.249400000000e-08
88,8.800000000000e-03,1.545647000000e-04,-6.415420000000e-07,5.447062000000e-05,-7.088400000000e-07,6.783600000000e-08,-1.716620000000e-04,1.111817000000e-05,-3.435324000000e-05,1.107100000000e-05,4.793400000000e-08,1.106647000000e-04,5.202345000000e-06,5.317799000000e-05,5.136500000000e-06,6.762000000000e-08,-1.893724000000e-04,1.854568000000e-05,-4.729318000000e-05,1.849800000000e-05,4.794300000000e-08
89,8.900000000000e-03,1.205116000000e-04,7.167629000000e-06,4.272169000000e-05,7.097500000000e-06,6.575300000000e-08,-1.318138000000e-04,3.745153000000e-06,-4.794684000000e-05,3.702700000000e-06,4.462300000000e-08,6.885700000000e-05,6.303592000000e-06,3.667027000000e-05,6.235800000000e-06,6.453500000000e-08,-1.662220000000e-04,6.713255000000e-06,-5.801976000000e-05,6.672700000000e-06,4.424300000000e-08
90,9.000000000000e-03,1.131181000000e-04,3.704885000000e-05,3.375736000000e-05,3.697100000000e-05,6.637000000000e-08,-1.283425000000e-04,-1.997033000000e-05,-7.022203000000e-05,-2.000900000000e-05,4.787500000000e-08,6.994080000000e-05,2.867868000000e-05,2.927578000000e-05,2.860300000000e-05,6.428000000000e-08,-1.396316000000e-04,-1.193254000000e-05,-6.449985000000e-05,-1.197500000000e-05,4.641600000000e-08
91,9.100000000000e-03,1.006441000000e-04,3.621030000000e-05,3.397936000000e-05,3.614700000000e-05,6.887400000000e-08,-7.308020000000e-05,-2.487757000000e-05,-6.365688000000e-05,-2.493300000000e-05,5.269200000000e-08,6.951170000000e-05,3.457971000000e-05,2.746286000000e-05,3.451800000000e-05,6.614700000000e-08,-9.453100000000e-05,-2.862108000000e-05,-5.996667000000e-05,-2.866700000000e-05,5.164000000000e-08
92,9.200000000000e-03,9.571470000000e-05,1.924298000000e-05,3.345410000000e-05,1.917900000000e-05,6.771200000000e-08,-4.142530000000e-05,-2.245286000000e-05,-3.746080000000e-05,-2.250900000000e-05,5.407600000000e-08,8.303530000000e-05,1.067943000000e-05,2.350450000000e-05,1.062000000000e-05,6.459600000000e-08,-7.803370000000e-05,-3.979837000000e-05,-3.338808000000e-05,-3.985300000000e-05,5.383600000000e-08
93,9.300000000000e-03,1.189316000000e-04,1.063296000000e-05,4.080882000000e-05,1.056900000000e-05,6.534200000000e-08,-9.284700000000e-06,-1.095241000000e-06,-2.966277000000e-06,-1.157500000000e-06,5.719400000000e-08,9.801170000000e-05,-1.914433000000e-06,2.785300000000e-05,-1.974900000000e-06,6.322500000000e-08,-3.596000000000e-05,-2.192782000000e-05,5.000297000000e-06,-2.199100000000e-05,5.818000000000e-08
94,9.400000000000e-03,1.507417000000e-04,6.174017000000e-06,6.236464000000e-05,6.112000000000e-06,6.207700000000e-08,5.553460000000e-05,2.683282000000e-05,4.088699000000e-05,2.676500000000e-05,6.061400000000e-08,1.237282000000e-04,-3.714482000000e-06,5.372165000000e-05,-3.776100000000e-06,6.071900000000e-08,4.818500000000e-05,1.018257000000e-05,5.043667000000e-05,1.011200000000e-05,6.276400000000e-08
95,9.500000000000e-03,1.518313000000e-04,9.523677000000e-06,6.588267000000e-05,9.462800000000e-06,5.898900000000e-08,1.389955000000e-04,4.397445000000e-05,7.303039000000e-05,4.391000000000e-05,6.087900000000e-08,1.367659000000e-04,4.861260000000e-06,6.797345000000e-05,4.799500000000e-06,5.799400000000e-08,1.545898000000e-04,4.053815000000e-05,8.252349000000e-05,4.046700000000e-05,6.347200000000e-08
96,9.600000000000e-03,1.275273000000e-04,2.204694000000e-05,4.602592000000e-05,2.198600000000e-05,5.572100000000e-08,2.132635000000e-04,5.341066000000e-05,7.778726000000e-05,5.335000000000e-05,5.831300000000e-08,1.305597000000e-04,2.102563000000e-05,5.378598000000e-05,2.096500000000e-05,5.546300000000e-08,2.532684000000e-04,6.257223000000e-05,8.678830000000e-05,6.250900000000e-05,6.035400000000e-08
97,9.700000000000e-03,9.491820000000e-05,3.181592000000e-05,8.870158000000e-06,3.176200000000e-05,5.278500000000e-08,2.551312000000e-04,5.328423000000e-05,5.451842000000e-05,5.323100000000e-05,5.452700000000e-08,1.161218000000e-04,3.197452000000e-05,1.795921000000e-05,3.191900000000e-05,5.397800000000e-08,3.074262000000e-04,6.833249000000e-05,6.107691000000e-05,6.827800000000e-05,5.617500000000e-08
98,9.800000000000e-03,5.321220000000e-05,2.579484000000e-05,-3.796968000000e-05,2.574900000000e-05,4.814700000000e-08,2.523689000000e-04,4.108126000000e-05,1.868083000000e-05,4.103400000000e-05,5.150700000000e-08,9.292570000000e-05,2.813510000000e-05,-2.618416000000e-05,2.808500000000e-05,5.066500000000e-08,3.004485000000e-04,5.747699000000e-05,2.155294000000e-05,5.742700000000e-05,5.301200000000e-08
99,9.900000000000e-03,-1.228100000000e-06,7.471900000000e-07,-7.850456000000e-05,7.096000000000e-07,4.398200000000e-08,1.965751000000e-04,1.841472000000e-05,-1.685739000000e-05,1.837000000000e-05,4.983900000000e-08,5.280360000000e-05,8.576169000000e-06,-6.191192000000e-05,8.533100000000e-06,4.703000000000e-08,2.324386000000e-04,3.419392000000e-05,-1.560455000000e-05,3.414700000000e-05,5.141100000000e-08
100,1.000000000000e-02,-8.580620000000e-05,-4.972472000000e-05,-1.073209000000e-04,-4.975000000000e-05,4.444000000000e-08,6.605890000000e-05,-2.099655000000e-05,-6.719731000000e-05,-2.103600000000e-05,5.270400000000e-08,-1.225320000000e-05,-3.142624000000e-05,-7.245164000000e-05,-3.145800000000e-05,4.783700000000e-08,1.052210000000e-04,2.554959000000e-06,-5.348227000000e-05,2.506900000000e-06,5.567300000000e-08
101,1.010000000000e-02,-1.855594000000e-04,-6.445356000000e-05,-1.098085000000e-04,-6.451800000000e-05,5.632800000000e-08,-5.896120000000e-05,-2.805020000000e-05,-7.819776000000e-05,-2.811700000000e-05,6.240100000000e-08,-1.239775000000e-04,-5.389292000000e-05,-7.212431000000e-05,-5.395600000000e-05,5.764400000000e-08,-4.250530000000e-05,-9.587893000000e-06,-6.660770000000e-05,-9.651000000000e-06,6.591000000000e-08
102,1.020000000000e-02,-1.968228000000e-04,-4.898455000000e-05,-9.149503000000e-05,-4.904900000000e-05,5.990300000000e-08,-1.720660000000e-04,-2.117904000000e-05,-7.314567000000e-05,-2.124700000000e-05,6.668800000000e-08,-1.482602000000e-04,-3.566027000000e-05,-6.785988000000e-05,-3.572500000000e-05,6.071500000000e-08,-1.522207000000e-04,-2.455364000000e-05,-5.976449000000e-05,-2.462000000000e-05,6.892100000000e-08
103,1.030000000000e-02,-1.921696000000e-04,-2.456641000000e-05,-7.530644000000e-05,-2.463800000000e-05,6.190700000000e-08,-2.184705000000e-04,-2.136091000000e-05,-4.772396000000e-05,-2.143200000000e-05,6.954900000000e-08,-1.455503000000e-04,-1.809701000000e-05,-6.184091000000e-05,-1.816500000000e-05,6.138400000000e-08,-1.962030000000e-04,-3.628212000000e-05,-3.641339000000e-05,-3.635200000000e-05,7.100400000000e-08
104,1.040000000000e-02,-1.577969000000e-04,1.817733000000e-05,-6.033163000000e-05,1.810700000000e-05,6.052700000000e-08,-1.931105000000e-04,-9.665447000000e-06,-2.574807000000e-05,-9.737700000000e-06,6.708700000000e-08,-1.341524000000e-04,1.220442000000e-05,-6.089003000000e-05,1.213600000000e-05,5.919100000000e-08,-1.738518000000e-04,-2.821358000000e-05,-1.607381000000e-05,-2.828800000000e-05,6.810300000000e-08
105,1.050000000000e-02,-1.028098000000e-04,4.917152000000e-05,-5.345289000000e-05,4.910900000000e-05,5.773600000000e-08,-1.240562000000e-04,1.680604000000e-05,-1.980928000000e-05,1.673700000000e-05,6.204300000000e-08,-1.112059000000e-04,3.988927000000e-05,-6.585733000000e-05,3.982700000000e-05,5.676600000000e-08,-1.235201000000e-04,-1.356000000000e-06,-1.563547000000e-05,-1.427000000000e-06,6.332100000000e-08
106,1.060000000000e-02,-5.471840000000e-05,4.931826000000e-05,-6.319358000000e-05,4.926700000000e-05,5.373900000000e-08,-5.525040000000e-05,3.277757000000e-05,-3.378334000000e-05,3.272100000000e-05,5.542100000000e-08,-8.032920000000e-05,4.456309000000e-05,-7.922541000000e-05,4.451100000000e-05,5.332400000000e-08,-8.179090000000e-05,2.094956000000e-05,-4.227719000000e-05,2.088900000000e-05,5.747100000000e-08
107,1.070000000000e-02,-3.475270000000e-05,2.837172000000e-05,-8.258916000000e-05,2.832700000000e-05,4.950700000000e-08,-1.677920000000e-05,2.323217000000e-05,-5.652176000000e-05,2.318800000000e-05,4.901200000000e-08,-6.311150000000e-05,3.039540000000e-05,-9.793835000000e-05,3.035100000000e-05,4.907300000000e-08,-5.370930000000e-05,2.295331000000e-05,-7.697533000000e-05,2.290400000000e-05,5.157400000000e-08
108,1.080000000000e-02,-4.161980000000e-05,3.317800000000e-06,-9.311436000000e-05,3.277300000000e-06,4.624100000000e-08,-6.389100000000e-06,-9.759090000000e-06,-6.637137000000e-05,-9.795300000000e-06,4.483300000000e-08,-6.807190000000e-05,8.723639000000e-06,-1.078486000000e-04,8.683000000000e-06,4.570400000000e-08,-3.783860000000e-05,-1.499230000000e-07,-9.302984000000e-05,-1.898500000000e-07,4.744200000000e-08
109,1.090000000000e-02,-5.946820000000e-05,-1.312748000000e-05,-8.152866000000e-05,-1.317100000000e-05,4.416800000000e-08,-6.356800000000e-06,-5.005806000000e-05,-5.004858000000e-05,-5.009400000000e-05,4.407500000000e-08,-8.527550000000e-05,-1.165974000000e-05,-9.589304000000e-05,-1.170000000000e-05,4.386800000000e-08,-3.284830000000e-05,-3.756749000000e-05,-7.622046000000e-05,-3.760600000000e-05,4.658100000000e-08
110,1.100000000000e-02,-7.471630000000e-05,-1.469785000000e-05,-6.918879000000e-05,-1.475100000000e-05,4.850200000000e-08,-3.994780000000e-05,-8.359622000000e-05,-2.462646000000e-05,-8.364000000000e-05,5.423900000000e-08,-1.008327000000e-04,-1.864866000000e-05,-7.109109000000e-05,-1.870200000000e-05,4.894500000000e-08,-5.076890000000e-05,-6.743511000000e-05,-3.028583000000e-05,-6.748500000000e-05,5.780300000000e-08
111,1.110000000000e-02,-4.904400000000e-05,-1.328390000000e-07,-1.555425000000e-05,-1.903500000000e-07,5.713300000000e-08,6.661300000000e-06,-8.248703000000e-05,3.319332000000e-05,-8.256300000000e-05,6.518200000000e-08,-7.977690000000e-05,-9.617091000000e-06,-1.725318000000e-05,-9.672300000000e-06,5.822700000000e-08,-1.454670000000e-05,-7.001479000000e-05,3.606185000000e-05,-7.009300000000e-05,6.987800000000e-08
112,1.120000000000e-02,-5.009470000000e-05,1.064391000000e-05,3.185335000000e-05,1.057900000000e-05,5.914800000000e-08,5.971570000000e-05,-3.065175000000e-05,7.190486000000e-05,-3.073000000000e-05,6.460700000000e-08,-7.157310000000e-05,-1.488381000000e-05,3.289908000000e-05,-1.494700000000e-05,6.203000000000e-08,1.501690000000e-05,-2.638157000000e-05,7.396307000000e-05,-2.646300000000e-05,6.944000000000e-08
113,1.130000000000e-02,-4.041780000000e-05,2.898258000000e-05,4.226890000000e-05,2.892100000000e-05,5.747700000000e-08,1.312805000000e-04,2.176722000000e-05,1.059088000000e-04,2.169100000000e-05,6.400100000000e-08,-4.926760000000e-05,-3.326792000000e-06,5.263492000000e-05,-3.393000000000e-06,6.203300000000e-08,8.900050000000e-05,1.999717000000e-05,1.094084000000e-04,1.991800000000e-05,6.845300000000e-08
114,1.140000000000e-02,-2.651690000000e-05,3.710270000000e-05,2.328736000000e-05,3.704900000000e-05,5.179900000000e-08,2.172659000000e-04,6.229010000000e-05,1.449077000000e-04,6.222200000000e-05,6.069000000000e-08,-3.447540000000e-05,1.758456000000e-05,3.461586000000e-05,1.752000000000e-05,5.803600000000e-08,1.867382000000e-04,5.589859000000e-05,1.435314000000e-04,5.582700000000e-05,6.489200000000e-08
115,1.150000000000e-02,1.896600000000e-06,3.983486000000e-05,-4.033869000000e-06,3.978800000000e-05,4.704200000000e-08,2.883352000000e-04,7.475467000000e-05,1.693865000000e-04,7.469500000000e-05,5.787200000000e-08,-1.391140000000e-05,4.198706000000e-05,9.623300000000e-07,4.192600000000e-05,5.489400000000e-08,2.780681000000e-04,6.592010000000e-05,1.636668000000e-04,6.585800000000e-05,6.186900000000e-08
116,1.160000000000e-02,3.433120000000e-05,3.693849000000e-05,-2.771786000000e-05,3.689700000000e-05,4.197500000000e-08,3.274715000000e-04,6.474968000000e-05,1.655101000000e-04,6.470200000000e-05,5.177500000000e-08,2.010730000000e-05,5.795410000000e-05,-2.752305000000e-05,5.790100000000e-05,5.000400000000e-08,3.269366000000e-04,5.330535000000e-05,1.568234000000e-04,5.325400000000e-05,5.562800000000e-08
117,1.170000000000e-02,4.402390000000e-05,2.441552000000e-05,-4.480053000000e-05,2.438100000000e-05,3.745300000000e-08,3.155231000000e-04,4.262269000000e-05,1.338070000000e-04,4.258100000000e-05,4.665400000000e-08,4.416060000000e-05,5.443596000000e-05,-4.621722000000e-05,5.439300000000e-05,4.428400000000e-08,3.079076000000e-04,3.062294000000e-05,1.224922000000e-04,3.057600000000e-05,5.087300000000e-08
118,1.180000000000e-02,1.514710000000e-05,5.973667000000e-06,-5.497436000000e-05,5.942100000000e-06,3.456400000000e-08,2.494438000000e-04,2.214618000000e-05,8.655425000000e-05,2.210700000000e-05,4.082900000000e-08,3.347870000000e-05,3.360921000000e-05,-5.848466000000e-05,3.357300000000e-05,3.923600000000e-08,2.354749000000e-04,1.516389000000e-05,7.595125000000e-05,1.511800000000e-05,4.565700000000e-08
119,1.190000000000e-02,-4.697790000000e-05,-1.123302000000e-05,-5.911447000000e-05,-1.126200000000e-05,3.273700000000e-08,1.585988000000e-04,1.325532000000e-05,4.210683000000e-05,1.322000000000e-05,3.533900000000e-08,-1.172090000000e-05,6.649302000000e-06,-6.586541000000e-05,6.620100000000e-06,3.487300000000e-08,1.529724000000e-04,1.562216000000e-05,3.650218000000e-05,1.558000000000e-05,4.040700000000e-08
120,1.200000000000e-02,-1.054350000000e-04,-1.737950000000e-05,-5.253528000000e-05,-1.741700000000e-05,3.836200000000e-08,6.675760000000e-05,2.077665000000e-05,-8.251315000000e-06,2.073100000000e-05,3.615200000000e-08,-4.865250000000e-05,-7.483778000000e-06,-5.426997000000e-05,-7.520700000000e-06,3.840700000000e-08,1.164716000000e-04,3.888450000000e-05,2.760389000000e-06,3.883000000000e-05,3.953000000000e-08
121,1.210000000000e-02,-1.794736000000e-04,-3.533349000000e-05,-3.834096000000e-05,-3.537900000000e-05,4.454500000000e-08,6.709160000000e-05,3.630503000000e-05,-3.495071000000e-05,3.627300000000e-05,3.565300000000e-08,-1.463617000000e-04,-3.611560000000e-05,-4.157270000000e-05,-3.615500000000e-05,4.356800000000e-08,1.049521000000e-04,5.407959000000e-05,-2.181806000000e-05,5.404500000000e-05,3.844900000000e-08
122,1.220000000000e-02,-1.388207000000e-04,-2.920939000000e-05,-5.306876000000e-06,-2.925800000000e-05,4.723400000000e-08,2.243710000000e-05,1.735047000000e-05,-7.110001000000e-05,1.732400000000e-05,2.917400000000e-08,-1.425483000000e-04,-3.994421000000e-05,-8.941998000000e-06,-3.999000000000e-05,4.602400000000e-08,6.013640000000e-05,3.574933000000e-05,-6.357528000000e-05,3.572200000000e-05,3.158600000000e-08
123,1.230000000000e-02,-4.162180000000e-05,-2.110360000000e-05,3.350687000000e-05,-2.115700000000e-05,4.909000000000e-08,1.312440000000e-05,-5.162273000000e-06,-8.802836000000e-05,-5.182600000000e-06,2.346900000000e-08,-7.009920000000e-05,-2.807347000000e-05,3.935320000000e-05,-2.812900000000e-05,4.884400000000e-08,3.432990000000e-05,6.371446000000e-06,-8.538397000000e-05,6.351600000000e-06,2.545300000000e-08
