lag,d005,d010_SF2,d010,d020_long,d020
119,1.966730000000e-05,-5.084130000000e-05,-1.701440000000e-05,2.906900000000e-06,9.064900000000e-06
120,2.026180000000e-05,-5.164140000000e-05,-1.740410000000e-05,2.833700000000e-06,9.323800000000e-06
121,2.084410000000e-05,-5.232560000000e-05,-1.774540000000e-05,2.745600000000e-06,9.506200000000e-06
122,2.113090000000e-05,-5.264470000000e-05,-1.790800000000e-05,2.621800000000e-06,9.560200000000e-06
123,2.094140000000e-05,-5.245630000000e-05,-1.782210000000e-05,2.496700000000e-06,9.470400000000e-06
124,2.031750000000e-05,-5.183910000000e-05,-1.754160000000e-05,2.363500000000e-06,9.281500000000e-06
125,1.955960000000e-05,-5.120420000000e-05,-1.724160000000e-05,2.246600000000e-06,9.093900000000e-06
126,1.887950000000e-05,-5.082350000000e-05,-1.706880000000e-05,2.148500000000e-06,8.991900000000e-06
127,1.870700000000e-05,-5.118960000000e-05,-1.722370000000e-05,2.067700000000e-06,9.080200000000e-06
128,1.895420000000e-05,-5.222070000000e-05,-1.767430000000e-05,2.011000000000e-06,9.341900000000e-06
129,1.967690000000e-05,-5.385910000000e-05,-1.838920000000e-05,1.962200000000e-06,9.753500000000e-06
130,2.048540000000e-05,-5.561730000000e-05,-1.914600000000e-05,1.919300000000e-06,1.018810000000e-05
131,2.113310000000e-05,-5.704680000000e-05,-1.976140000000e-05,1.867600000000e-06,1.054040000000e-05
132,2.140820000000e-05,-5.780260000000e-05,-2.008900000000e-05,1.797200000000e-06,1.072730000000e-05
133,2.116370000000e-05,-5.768730000000e-05,-2.005000000000e-05,1.704900000000e-06,1.070810000000e-05
134,2.062770000000e-05,-5.692790000000e-05,-1.975310000000e-05,1.595000000000e-06,1.054630000000e-05
135,1.991600000000e-05,-5.583740000000e-05,-1.932260000000e-05,1.474700000000e-06,1.030920000000e-05
136,1.939310000000e-05,-5.495820000000e-05,-1.899400000000e-05,1.366800000000e-06,1.011850000000e-05
137,1.921210000000e-05,-5.471120000000e-05,-1.892980000000e-05,1.268300000000e-06,1.004590000000e-05
138,1.942810000000e-05,-5.527470000000e-05,-1.920650000000e-05,1.193300000000e-06,1.011920000000e-05
139,1.999200000000e-05,-5.665660000000e-05,-1.980670000000e-05,1.121800000000e-06,1.032190000000e-05
140,2.066010000000e-05,-5.840570000000e-05,-2.055810000000e-05,1.048600000000e-06,1.058050000000e-05
141,2.120480000000e-05,-6.012540000000e-05,-2.126550000000e-05,9.663000000000e-07,1.082110000000e-05
142,2.149410000000e-05,-6.127450000000e-05,-2.174380000000e-05,8.698000000000e-07,1.099320000000e-05
143,2.135500000000e-05,-6.157970000000e-05,-2.185380000000e-05,7.859000000000e-07,1.105380000000e-05
144,2.104970000000e-05,-6.110570000000e-05,-2.166780000000e-05,7.168000000000e-07,1.105190000000e-05
145,2.057590000000e-05,-6.002570000000e-05,-2.125150000000e-05,6.816000000000e-07,1.099370000000e-05
146,2.031420000000e-05,-5.894700000000e-05,-2.085680000000e-05,6.745000000000e-07,1.095450000000e-05
147,2.030060000000e-05,-5.816750000000e-05,-2.062320000000e-05,6.683000000000e-07,1.094550000000e-05
148,2.058900000000e-05,-5.816180000000e-05,-2.067990000000e-05,6.481000000000e-07,1.097800000000e-05
149,2.109790000000e-05,-5.884670000000e-05,-2.102970000000e-05,5.828000000000e-07,1.104590000000e-05
150,2.155050000000e-05,-6.013330000000e-05,-2.155950000000e-05,4.698000000000e-07,1.111140000000e-05
151,2.188640000000e-05,-6.160410000000e-05,-2.215110000000e-05,3.303000000000e-07,1.118370000000e-05
152,2.192290000000e-05,-6.287250000000e-05,-2.262870000000e-05,1.761000000000e-07,1.124500000000e-05
153,2.176770000000e-05,-6.364530000000e-05,-2.291170000000e-05,6.220000000000e-08,1.131930000000e-05
154,2.154690000000e-05,-6.376860000000e-05,-2.296800000000e-05,-1.560000000000e-08,1.141630000000e-05
155,2.141400000000e-05,-6.335890000000e-05,-2.283700000000e-05,-3.240000000000e-08,1.153150000000e-05
156,2.148930000000e-05,-6.261140000000e-05,-2.261200000000e-05,-1.700000000000e-08,1.164850000000e-05
157,2.179160000000e-05,-6.188900000000e-05,-2.240410000000e-05,2.400000000000e-09,1.173590000000e-05
158,2.213600000000e-05,-6.140690000000e-05,-2.227440000000e-05,7.400000000000e-09,1.174890000000e-05
